Entity,Code,Day,Daily new confirmed cases of COVID-19,Daily new confirmed deaths due to COVID-19
Russia,RUS,12/23/2020,26814,536
Rwanda,RWA,12/23/2020,87,0
Saint Kitts and Nevis,KNA,12/23/2020,0,
Saint Lucia,LCA,12/23/2020,2,0
Saint Vincent and the Grenadines,VCT,12/23/2020,1,
Samoa,WSM,12/23/2020,0,
San Marino,SMR,12/23/2020,29,0
Sao Tome and Principe,STP,12/23/2020,0,0
Saudi Arabia,SAU,12/23/2020,177,9
Senegal,SEN,12/23/2020,98,6
Serbia,SRB,12/23/2020,4426,51
Seychelles,SYC,12/23/2020,0,
Sierra Leone,SLE,12/23/2020,6,1
Singapore,SGP,12/23/2020,21,0
Slovakia,SVK,12/23/2020,3687,68
Slovenia,SVN,12/23/2020,2129,36
Solomon Islands,SLB,12/23/2020,0,
Somalia,SOM,12/23/2020,0,0
South Africa,ZAF,12/23/2020,14046,411
South America,,12/23/2020,76482,1379
South Korea,KOR,12/23/2020,983,17
South Sudan,SSD,12/23/2020,221,0
Spain,ESP,12/23/2020,12386,178
Sri Lanka,LKA,12/23/2020,580,1
Sudan,SDN,12/23/2020,274,0
Suriname,SUR,12/23/2020,65,0
Sweden,SWE,12/23/2020,6609,286
Switzerland,CHE,12/23/2020,5033,105
Syria,SYR,12/23/2020,129,11
Taiwan,TWN,12/23/2020,6,0
Tajikistan,TJK,12/23/2020,37,0
Tanzania,TZA,12/23/2020,0,0
Thailand,THA,12/23/2020,67,0
Timor,TLS,12/23/2020,2,
Togo,TGO,12/23/2020,27,2
Trinidad and Tobago,TTO,12/23/2020,47,0
Tunisia,TUN,12/23/2020,1677,38
Turkey,TUR,12/23/2020,19650,259
Uganda,UGA,12/23/2020,489,7
Ukraine,UKR,12/23/2020,10572,288
United Arab Emirates,ARE,12/23/2020,1246,3
United Kingdom,GBR,12/23/2020,39387,748
United States,USA,12/23/2020,229624,3435
Upper middle income,,12/23/2020,186384,4140
Uruguay,URY,12/23/2020,709,8
Uzbekistan,UZB,12/23/2020,135,0
Vanuatu,VUT,12/23/2020,0,
Vatican,VAT,12/23/2020,0,
Venezuela,VEN,12/23/2020,196,5
Vietnam,VNM,12/23/2020,1,0
World,OWID_WRL,12/23/2020,695128,13817
World excl. China,,12/23/2020,695111,13817
World excl. China and South Korea,,12/23/2020,694128,13800
"World excl. China, South Korea, Japan and Singapore",,12/23/2020,690832,13736
Yemen,YEM,12/23/2020,0,0
Zambia,ZMB,12/23/2020,241,1
Zimbabwe,ZWE,12/23/2020,112,4
Afghanistan,AFG,12/24/2020,222,9
Africa,,12/24/2020,27044,554
Albania,ALB,12/24/2020,510,8
Algeria,DZA,12/24/2020,458,9
Andorra,AND,12/24/2020,30,1
Angola,AGO,12/24/2020,98,0
Antigua and Barbuda,ATG,12/24/2020,0,0
Argentina,ARG,12/24/2020,0,0
Armenia,ARM,12/24/2020,702,23
Asia,,12/24/2020,88670,1350
Asia excl. China,,12/24/2020,88656,1350
Australia,AUS,12/24/2020,12,0
Austria,AUT,12/24/2020,2847,91
Azerbaijan,AZE,12/24/2020,1850,40
Bahamas,BHS,12/24/2020,0,0
Bahrain,BHR,12/24/2020,253,0
Bangladesh,BGD,12/24/2020,1234,19
Barbados,BRB,12/24/2020,16,0
Belarus,BLR,12/24/2020,1917,9
Belgium,BEL,12/24/2020,2583,99
Belize,BLZ,12/24/2020,120,2
Benin,BEN,12/24/2020,0,0
Bhutan,BTN,12/24/2020,0,
Bolivia,BOL,12/24/2020,1057,11
Bosnia and Herzegovina,BIH,12/24/2020,728,40
Botswana,BWA,12/24/2020,403,2
Brazil,BRA,12/24/2020,58428,762
Brunei,BRN,12/24/2020,0,0
Bulgaria,BGR,12/24/2020,772,45
Burkina Faso,BFA,12/24/2020,292,0
Burundi,BDI,12/24/2020,0,0
Cambodia,KHM,12/24/2020,0,
Cameroon,CMR,12/24/2020,428,0
Canada,CAN,12/24/2020,6684,150
Cape Verde,CPV,12/24/2020,20,0
Central African Republic,CAF,12/24/2020,0,0
Chad,TCD,12/24/2020,20,0
Chile,CHL,12/24/2020,3238,75
China,CHN,12/24/2020,14,0
Colombia,COL,12/24/2020,14940,280
Comoros,COM,12/24/2020,22,0
Congo,COG,12/24/2020,0,0
Costa Rica,CRI,12/24/2020,1048,21
Cote d'Ivoire,CIV,12/24/2020,87,0
Croatia,HRV,12/24/2020,2233,70
Cuba,CUB,12/24/2020,217,0
Cyprus,CYP,12/24/2020,433,3
Czechia,CZE,12/24/2020,14149,112
Democratic Republic of Congo,COD,12/24/2020,243,7
Denmark,DNK,12/24/2020,2874,18
Djibouti,DJI,12/24/2020,11,0
Dominica,DMA,12/24/2020,0,
Dominican Republic,DOM,12/24/2020,1158,3
Ecuador,ECU,12/24/2020,926,15
Egypt,EGY,12/24/2020,1021,51
El Salvador,SLV,12/24/2020,291,9
Equatorial Guinea,GNQ,12/24/2020,0,0
Eritrea,ERI,12/24/2020,74,0
Estonia,EST,12/24/2020,700,3
Eswatini,SWZ,12/24/2020,164,1
Ethiopia,ETH,12/24/2020,410,12
Europe,,12/24/2020,249867,4540
European Union,,12/24/2020,154364,2878
Fiji,FJI,12/24/2020,0,0
Finland,FIN,12/24/2020,363,0
France,FRA,12/24/2020,21718,291
Gabon,GAB,12/24/2020,0,0
Gambia,GMB,12/24/2020,0,0
Georgia,GEO,12/24/2020,1972,43
Germany,DEU,12/24/2020,26467,421
Ghana,GHA,12/24/2020,0,0
Greece,GRC,12/24/2020,870,55
Grenada,GRD,12/24/2020,0,
Guatemala,GTM,12/24/2020,638,10
Guinea,GIN,12/24/2020,32,0
Guinea-Bissau,GNB,12/24/2020,0,0
Guyana,GUY,12/24/2020,8,0
Haiti,HTI,12/24/2020,41,0
High income,,12/24/2020,418479,6739
Honduras,HND,12/24/2020,0,0
Hong Kong,HKG,12/24/2020,71,2
Hungary,HUN,12/24/2020,3292,113
Iceland,ISL,12/24/2020,0,0
India,IND,12/24/2020,23067,336
Indonesia,IDN,12/24/2020,7199,181
International,,12/24/2020,0,0
Iran,IRN,12/24/2020,6178,152
Iraq,IRQ,12/24/2020,1127,7
Ireland,IRL,12/24/2020,918,8
Israel,ISR,12/24/2020,4656,21
Italy,ITA,12/24/2020,18039,505
Jamaica,JAM,12/24/2020,96,2
Japan,JPN,12/24/2020,3762,26
Jordan,JOR,12/24/2020,1707,29
Kazakhstan,KAZ,12/24/2020,736,0
Kenya,KEN,12/24/2020,236,4
Kosovo,OWID_KOS,12/24/2020,0,0
Kuwait,KWT,12/24/2020,244,2
Kyrgyzstan,KGZ,12/24/2020,186,3
Laos,LAO,12/24/2020,0,
Latvia,LVA,12/24/2020,1270,7
Lebanon,LBN,12/24/2020,2708,20
Lesotho,LSO,12/24/2020,0,0
Liberia,LBR,12/24/2020,0,0
Libya,LBY,12/24/2020,846,6
Liechtenstein,LIE,12/24/2020,62,0
Lithuania,LTU,12/24/2020,3966,36
Low income,,12/24/2020,2767,55
Lower middle income,,12/24/2020,55429,956
Luxembourg,LUX,12/24/2020,0,0
Madagascar,MDG,12/24/2020,0,0
Malawi,MWI,12/24/2020,16,0
Malaysia,MYS,12/24/2020,1581,2
Maldives,MDV,12/24/2020,21,0
Mali,MLI,12/24/2020,94,6
Malta,MLT,12/24/2020,70,2
Marshall Islands,MHL,12/24/2020,0,
Mauritania,MRT,12/24/2020,174,4
Mauritius,MUS,12/24/2020,0,0
Mexico,MEX,12/24/2020,12485,861
Moldova,MDA,12/24/2020,1222,23
Monaco,MCO,12/24/2020,16,0
Mongolia,MNG,12/24/2020,6,
Montenegro,MNE,12/24/2020,361,9
Morocco,MAR,12/24/2020,2650,44
Mozambique,MOZ,12/24/2020,264,6
Myanmar,MMR,12/24/2020,919,25
Namibia,NAM,12/24/2020,595,4
Nepal,NPL,12/24/2020,613,5
Netherlands,NLD,12/24/2020,11591,89
New Zealand,NZL,12/24/2020,0,0
Nicaragua,NIC,12/24/2020,0,0
Niger,NER,12/24/2020,57,1
Nigeria,NGA,12/24/2020,1041,6
North America,,12/24/2020,220380,4006
North Macedonia,MKD,12/24/2020,592,21
Norway,NOR,12/24/2020,476,0
Oceania,,12/24/2020,31,0
Oman,OMN,12/24/2020,54,0
Pakistan,PAK,12/24/2020,2152,85
Palestine,PSE,12/24/2020,1704,17
Panama,PAN,12/24/2020,3413,51
Papua New Guinea,PNG,12/24/2020,19,0
Paraguay,PRY,12/24/2020,958,16
Peru,PER,12/24/2020,0,0
Philippines,PHL,12/24/2020,1720,7
Poland,POL,12/24/2020,13115,497
Portugal,PRT,12/24/2020,4378,70
Qatar,QAT,12/24/2020,157,0
Romania,ROU,12/24/2020,4310,146
Russia,RUS,12/24/2020,29499,624
Rwanda,RWA,12/24/2020,72,3
Saint Kitts and Nevis,KNA,12/24/2020,0,
Saint Lucia,LCA,12/24/2020,0,0
Saint Vincent and the Grenadines,VCT,12/24/2020,0,
Samoa,WSM,12/24/2020,0,
San Marino,SMR,12/24/2020,26,0
Sao Tome and Principe,STP,12/24/2020,0,0
Saudi Arabia,SAU,12/24/2020,189,11
Senegal,SEN,12/24/2020,157,3
Serbia,SRB,12/24/2020,4091,49
Seychelles,SYC,12/24/2020,0,
Sierra Leone,SLE,12/24/2020,7,0
Singapore,SGP,12/24/2020,13,0
Slovakia,SVK,12/24/2020,2657,46
Slovenia,SVN,12/24/2020,2087,25
Solomon Islands,SLB,12/24/2020,0,
Somalia,SOM,12/24/2020,0,0
South Africa,ZAF,12/24/2020,14305,326
South America,,12/24/2020,80599,1170
South Korea,KOR,12/24/2020,1237,17
South Sudan,SSD,12/24/2020,0,0
Spain,ESP,12/24/2020,12662,126
Sri Lanka,LKA,12/24/2020,592,1
Sudan,SDN,12/24/2020,212,0
Suriname,SUR,12/24/2020,76,0
Sweden,SWE,12/24/2020,0,0
Switzerland,CHE,12/24/2020,4898,69
Syria,SYR,12/24/2020,130,11
Taiwan,TWN,12/24/2020,0,0
Tajikistan,TJK,12/24/2020,35,0
Tanzania,TZA,12/24/2020,0,0
Thailand,THA,12/24/2020,81,0
Timor,TLS,12/24/2020,8,
Togo,TGO,12/24/2020,26,0
Trinidad and Tobago,TTO,12/24/2020,18,0
Tunisia,TUN,12/24/2020,1752,49
Turkey,TUR,12/24/2020,18102,254
Uganda,UGA,12/24/2020,515,0
Ukraine,UKR,12/24/2020,11926,234
United Arab Emirates,ARE,12/24/2020,1311,2
United Kingdom,GBR,12/24/2020,39149,575
United States,USA,12/24/2020,194155,2897
Upper middle income,,12/24/2020,189916,3870
Uruguay,URY,12/24/2020,747,7
Uzbekistan,UZB,12/24/2020,141,0
Vanuatu,VUT,12/24/2020,0,
Vatican,VAT,12/24/2020,0,
Venezuela,VEN,12/24/2020,221,4
Vietnam,VNM,12/24/2020,11,0
World,OWID_WRL,12/24/2020,666591,11620
World excl. China,,12/24/2020,666577,11620
World excl. China and South Korea,,12/24/2020,665340,11603
"World excl. China, South Korea, Japan and Singapore",,12/24/2020,661565,11577
Yemen,YEM,12/24/2020,5,0
Zambia,ZMB,12/24/2020,112,1
Zimbabwe,ZWE,12/24/2020,130,9
Afghanistan,AFG,12/25/2020,155,13
Africa,,12/25/2020,25785,524
Albania,ALB,12/25/2020,553,9
Algeria,DZA,12/25/2020,434,11
Andorra,AND,12/25/2020,57,0
Angola,AGO,12/25/2020,70,3
Antigua and Barbuda,ATG,12/25/2020,1,0
Argentina,ARG,12/25/2020,10689,108
Armenia,ARM,12/25/2020,621,19
Asia,,12/25/2020,85980,1314
Asia excl. China,,12/25/2020,85960,1314
Australia,AUS,12/25/2020,23,0
Austria,AUT,12/25/2020,1851,38
Azerbaijan,AZE,12/25/2020,1703,36
Bahamas,BHS,12/25/2020,0,0
Bahrain,BHR,12/25/2020,234,1
Bangladesh,BGD,12/25/2020,1163,20
Barbados,BRB,12/25/2020,2,0
Belarus,BLR,12/25/2020,1893,9
Belgium,BEL,12/25/2020,2342,51
Belize,BLZ,12/25/2020,0,0
Benin,BEN,12/25/2020,0,0
Bhutan,BTN,12/25/2020,57,
Bolivia,BOL,12/25/2020,469,7
Bosnia and Herzegovina,BIH,12/25/2020,593,23
Botswana,BWA,12/25/2020,0,0
Brazil,BRA,12/25/2020,24615,506
Brunei,BRN,12/25/2020,0,0
Bulgaria,BGR,12/25/2020,257,50
Burkina Faso,BFA,12/25/2020,193,0
Burundi,BDI,12/25/2020,13,0
Cambodia,KHM,12/25/2020,0,
Cameroon,CMR,12/25/2020,0,0
Canada,CAN,12/25/2020,1749,64
Cape Verde,CPV,12/25/2020,8,0
Central African Republic,CAF,12/25/2020,0,0
Chad,TCD,12/25/2020,13,0
Chile,CHL,12/25/2020,1679,55
China,CHN,12/25/2020,20,0
Colombia,COL,12/25/2020,14941,236
Comoros,COM,12/25/2020,0,0
Congo,COG,12/25/2020,0,0
Costa Rica,CRI,12/25/2020,0,0
Cote d'Ivoire,CIV,12/25/2020,10,0
Croatia,HRV,12/25/2020,1643,84
Cuba,CUB,12/25/2020,183,1
Cyprus,CYP,12/25/2020,50,2
Czechia,CZE,12/25/2020,4402,83
Democratic Republic of Congo,COD,12/25/2020,190,0
Denmark,DNK,12/25/2020,2999,20
Djibouti,DJI,12/25/2020,4,0
Dominica,DMA,12/25/2020,0,
Dominican Republic,DOM,12/25/2020,1381,0
Ecuador,ECU,12/25/2020,818,7
Egypt,EGY,12/25/2020,1133,49
El Salvador,SLV,12/25/2020,273,6
Equatorial Guinea,GNQ,12/25/2020,0,0
Eritrea,ERI,12/25/2020,41,0
Estonia,EST,12/25/2020,573,7
Eswatini,SWZ,12/25/2020,138,0
Ethiopia,ETH,12/25/2020,481,15
Europe,,12/25/2020,180519,3511
European Union,,12/25/2020,97840,1964
Fiji,FJI,12/25/2020,0,0
Finland,FIN,12/25/2020,201,0
France,FRA,12/25/2020,20262,159
Gabon,GAB,12/25/2020,28,0
Gambia,GMB,12/25/2020,0,0
Georgia,GEO,12/25/2020,1881,37
Germany,DEU,12/25/2020,2140,250
Ghana,GHA,12/25/2020,0,0
Greece,GRC,12/25/2020,617,50
Grenada,GRD,12/25/2020,7,
Guatemala,GTM,12/25/2020,186,8
Guinea,GIN,12/25/2020,16,0
Guinea-Bissau,GNB,12/25/2020,0,0
Guyana,GUY,12/25/2020,23,0
Haiti,HTI,12/25/2020,0,0
High income,,12/25/2020,247302,4248
Honduras,HND,12/25/2020,623,7
Hong Kong,HKG,12/25/2020,57,1
Hungary,HUN,12/25/2020,2610,104
Iceland,ISL,12/25/2020,0,0
India,IND,12/25/2020,22273,251
Indonesia,IDN,12/25/2020,7259,258
International,,12/25/2020,0,0
Iran,IRN,12/25/2020,6021,132
Iraq,IRQ,12/25/2020,1140,11
Ireland,IRL,12/25/2020,1025,2
Israel,ISR,12/25/2020,4713,15
Italy,ITA,12/25/2020,19037,459
Jamaica,JAM,12/25/2020,78,2
Japan,JPN,12/25/2020,3806,49
Jordan,JOR,12/25/2020,1616,30
Kazakhstan,KAZ,12/25/2020,1223,8
Kenya,KEN,12/25/2020,282,1
Kosovo,OWID_KOS,12/25/2020,695,24
Kuwait,KWT,12/25/2020,260,0
Kyrgyzstan,KGZ,12/25/2020,180,0
Laos,LAO,12/25/2020,0,
Latvia,LVA,12/25/2020,666,16
Lebanon,LBN,12/25/2020,2136,14
Lesotho,LSO,12/25/2020,0,0
Liberia,LBR,12/25/2020,0,0
Libya,LBY,12/25/2020,461,16
Liechtenstein,LIE,12/25/2020,60,0
Lithuania,LTU,12/25/2020,2691,44
Low income,,12/25/2020,2358,47
Lower middle income,,12/25/2020,52775,817
Luxembourg,LUX,12/25/2020,0,0
Madagascar,MDG,12/25/2020,0,0
Malawi,MWI,12/25/2020,62,0
Malaysia,MYS,12/25/2020,1247,3
Maldives,MDV,12/25/2020,25,0
Mali,MLI,12/25/2020,47,10
Malta,MLT,12/25/2020,50,0
Marshall Islands,MHL,12/25/2020,0,
Mauritania,MRT,12/25/2020,146,13
Mauritius,MUS,12/25/2020,0,0
Mexico,MEX,12/25/2020,9679,665
Moldova,MDA,12/25/2020,815,23
Monaco,MCO,12/25/2020,6,0
Mongolia,MNG,12/25/2020,7,
Montenegro,MNE,12/25/2020,522,4
Morocco,MAR,12/25/2020,2329,40
Mozambique,MOZ,12/25/2020,77,0
Myanmar,MMR,12/25/2020,758,20
Namibia,NAM,12/25/2020,683,0
Nepal,NPL,12/25/2020,608,8
Netherlands,NLD,12/25/2020,11545,101
New Zealand,NZL,12/25/2020,0,0
Nicaragua,NIC,12/25/2020,0,0
Niger,NER,12/25/2020,72,1
Nigeria,NGA,12/25/2020,784,4
North America,,12/25/2020,115036,2227
North Macedonia,MKD,12/25/2020,489,26
Norway,NOR,12/25/2020,317,0
Oceania,,12/25/2020,23,0
Oman,OMN,12/25/2020,0,0
Pakistan,PAK,12/25/2020,2260,63
Palestine,PSE,12/25/2020,1518,17
Panama,PAN,12/25/2020,2986,41
Papua New Guinea,PNG,12/25/2020,0,0
Paraguay,PRY,12/25/2020,559,0
Peru,PER,12/25/2020,3829,99
Philippines,PHL,12/25/2020,1877,7
Poland,POL,12/25/2020,9081,240
Portugal,PRT,12/25/2020,4146,65
Qatar,QAT,12/25/2020,129,1
Romania,ROU,12/25/2020,3812,111
Russia,RUS,12/25/2020,28595,551
Rwanda,RWA,12/25/2020,73,0
Saint Kitts and Nevis,KNA,12/25/2020,0,
Saint Lucia,LCA,12/25/2020,0,0
Saint Vincent and the Grenadines,VCT,12/25/2020,0,
Samoa,WSM,12/25/2020,0,
San Marino,SMR,12/25/2020,0,0
Sao Tome and Principe,STP,12/25/2020,2,0
Saudi Arabia,SAU,12/25/2020,178,9
Senegal,SEN,12/25/2020,169,5
Serbia,SRB,12/25/2020,3823,49
Seychelles,SYC,12/25/2020,0,
Sierra Leone,SLE,12/25/2020,18,0
Singapore,SGP,12/25/2020,14,0
Slovakia,SVK,12/25/2020,4046,0
Slovenia,SVN,12/25/2020,1794,28
Solomon Islands,SLB,12/25/2020,0,
Somalia,SOM,12/25/2020,0,0
South Africa,ZAF,12/25/2020,14796,293
South America,,12/25/2020,58441,1031
South Korea,KOR,12/25/2020,1132,20
South Sudan,SSD,12/25/2020,0,0
Spain,ESP,12/25/2020,0,0
Sri Lanka,LKA,12/25/2020,551,1
Sudan,SDN,12/25/2020,283,0
Suriname,SUR,12/25/2020,70,1
Sweden,SWE,12/25/2020,0,0
Switzerland,CHE,12/25/2020,0,61
Syria,SYR,12/25/2020,120,8
Taiwan,TWN,12/25/2020,4,0
Tajikistan,TJK,12/25/2020,32,0
Tanzania,TZA,12/25/2020,0,0
Thailand,THA,12/25/2020,110,0
Timor,TLS,12/25/2020,0,
Togo,TGO,12/25/2020,26,0
Trinidad and Tobago,TTO,12/25/2020,8,0
Tunisia,TUN,12/25/2020,1826,61
Turkey,TUR,12/25/2020,17543,256
Uganda,UGA,12/25/2020,446,0
Ukraine,UKR,12/25/2020,11458,198
United Arab Emirates,ARE,12/25/2020,1230,6
United Kingdom,GBR,12/25/2020,32803,570
United States,USA,12/25/2020,97880,1433
Upper middle income,,12/25/2020,163349,3495
Uruguay,URY,12/25/2020,391,8
Uzbekistan,UZB,12/25/2020,112,0
Vanuatu,VUT,12/25/2020,0,
Vatican,VAT,12/25/2020,0,
Venezuela,VEN,12/25/2020,358,4
Vietnam,VNM,12/25/2020,7,0
World,OWID_WRL,12/25/2020,465784,8607
World excl. China,,12/25/2020,465764,8607
World excl. China and South Korea,,12/25/2020,464632,8587
"World excl. China, South Korea, Japan and Singapore",,12/25/2020,460812,8538
Yemen,YEM,12/25/2020,0,0
Zambia,ZMB,12/25/2020,337,0
Zimbabwe,ZWE,12/25/2020,94,2
Afghanistan,AFG,12/26/2020,76,10
Africa,,12/26/2020,21381,419
Albania,ALB,12/26/2020,375,9
Algeria,DZA,12/26/2020,416,6
Andorra,AND,12/26/2020,50,0
Angola,AGO,12/26/2020,50,3
Antigua and Barbuda,ATG,12/26/2020,0,0
Argentina,ARG,12/26/2020,3713,79
Armenia,ARM,12/26/2020,586,19
Asia,,12/26/2020,75795,1221
Asia excl. China,,12/26/2020,75773,1221
Australia,AUS,12/26/2020,11,0
Austria,AUT,12/26/2020,1429,60
Azerbaijan,AZE,12/26/2020,1428,38
Bahamas,BHS,12/26/2020,0,0
Bahrain,BHR,12/26/2020,214,0
Bangladesh,BGD,12/26/2020,834,30
Barbados,BRB,12/26/2020,5,0
Belarus,BLR,12/26/2020,1916,9
Belgium,BEL,12/26/2020,784,69
Belize,BLZ,12/26/2020,0,0
Benin,BEN,12/26/2020,0,0
Bhutan,BTN,12/26/2020,21,
Bolivia,BOL,12/26/2020,759,10
Bosnia and Herzegovina,BIH,12/26/2020,439,22
Botswana,BWA,12/26/2020,0,0
Brazil,BRA,12/26/2020,17246,307
Brunei,BRN,12/26/2020,0,0
Bulgaria,BGR,12/26/2020,469,50
Burkina Faso,BFA,12/26/2020,121,0
Burundi,BDI,12/26/2020,0,0
Cambodia,KHM,12/26/2020,1,
Cameroon,CMR,12/26/2020,0,0
Canada,CAN,12/26/2020,3114,85
Cape Verde,CPV,12/26/2020,2,0
Central African Republic,CAF,12/26/2020,0,0
Chad,TCD,12/26/2020,15,1
Chile,CHL,12/26/2020,2563,46
China,CHN,12/26/2020,22,0
Colombia,COL,12/26/2020,10196,253
Comoros,COM,12/26/2020,0,0
Congo,COG,12/26/2020,337,7
Costa Rica,CRI,12/26/2020,0,0
Cote d'Ivoire,CIV,12/26/2020,0,0
Croatia,HRV,12/26/2020,350,65
Cuba,CUB,12/26/2020,138,1
Cyprus,CYP,12/26/2020,25,2
Czechia,CZE,12/26/2020,2706,91
Democratic Republic of Congo,COD,12/26/2020,291,0
Denmark,DNK,12/26/2020,1838,19
Djibouti,DJI,12/26/2020,1,0
Dominica,DMA,12/26/2020,0,
Dominican Republic,DOM,12/26/2020,905,0
Ecuador,ECU,12/26/2020,446,6
Egypt,EGY,12/26/2020,1189,43
El Salvador,SLV,12/26/2020,0,8
Equatorial Guinea,GNQ,12/26/2020,0,0
Eritrea,ERI,12/26/2020,0,0
Estonia,EST,12/26/2020,445,2
Eswatini,SWZ,12/26/2020,197,9
Ethiopia,ETH,12/26/2020,533,4
Europe,,12/26/2020,139750,2759
European Union,,12/26/2020,59630,1682
Fiji,FJI,12/26/2020,0,0
Finland,FIN,12/26/2020,173,0
France,FRA,12/26/2020,3093,146
Gabon,GAB,12/26/2020,0,0
Gambia,GMB,12/26/2020,0,0
Georgia,GEO,12/26/2020,1784,39
Germany,DEU,12/26/2020,13504,366
Ghana,GHA,12/26/2020,243,0
Greece,GRC,12/26/2020,262,46
Grenada,GRD,12/26/2020,0,
Guatemala,GTM,12/26/2020,91,6
Guinea,GIN,12/26/2020,0,0
Guinea-Bissau,GNB,12/26/2020,0,0
Guyana,GUY,12/26/2020,0,0
Haiti,HTI,12/26/2020,0,0
High income,,12/26/2020,340175,4043
Honduras,HND,12/26/2020,438,4
Hong Kong,HKG,12/26/2020,59,0
Hungary,HUN,12/26/2020,1198,118
Iceland,ISL,12/26/2020,0,0
India,IND,12/26/2020,18732,279
Indonesia,IDN,12/26/2020,6740,147
International,,12/26/2020,0,0
Iran,IRN,12/26/2020,5760,134
Iraq,IRQ,12/26/2020,836,12
Ireland,IRL,12/26/2020,1296,6
Israel,ISR,12/26/2020,4273,24
Italy,ITA,12/26/2020,10405,261
Jamaica,JAM,12/26/2020,87,0
Japan,JPN,12/26/2020,3892,46
Jordan,JOR,12/26/2020,1050,18
Kazakhstan,KAZ,12/26/2020,926,1
Kenya,KEN,12/26/2020,130,2
Kosovo,OWID_KOS,12/26/2020,270,7
Kuwait,KWT,12/26/2020,172,3
Kyrgyzstan,KGZ,12/26/2020,157,4
Laos,LAO,12/26/2020,0,
Latvia,LVA,12/26/2020,399,13
Lebanon,LBN,12/26/2020,1403,12
Lesotho,LSO,12/26/2020,0,0
Liberia,LBR,12/26/2020,0,0
Libya,LBY,12/26/2020,0,0
Liechtenstein,LIE,12/26/2020,20,1
Lithuania,LTU,12/26/2020,2367,61
Low income,,12/26/2020,1910,39
Lower middle income,,12/26/2020,44359,751
Luxembourg,LUX,12/26/2020,0,0
Madagascar,MDG,12/26/2020,0,0
Malawi,MWI,12/26/2020,4,1
Malaysia,MYS,12/26/2020,2335,2
Maldives,MDV,12/26/2020,35,0
Mali,MLI,12/26/2020,86,4
Malta,MLT,12/26/2020,129,3
Marshall Islands,MHL,12/26/2020,0,
Mauritania,MRT,12/26/2020,252,7
Mauritius,MUS,12/26/2020,0,0
Mexico,MEX,12/26/2020,4974,189
Moldova,MDA,12/26/2020,746,12
Monaco,MCO,12/26/2020,8,0
Mongolia,MNG,12/26/2020,39,
Montenegro,MNE,12/26/2020,382,6
Morocco,MAR,12/26/2020,2369,34
Mozambique,MOZ,12/26/2020,54,3
Myanmar,MMR,12/26/2020,734,27
Namibia,NAM,12/26/2020,136,0
Nepal,NPL,12/26/2020,500,3
Netherlands,NLD,12/26/2020,9869,47
New Zealand,NZL,12/26/2020,16,0
Nicaragua,NIC,12/26/2020,0,0
Niger,NER,12/26/2020,52,3
Nigeria,NGA,12/26/2020,829,1
North America,,12/26/2020,238240,2225
North Macedonia,MKD,12/26/2020,529,26
Norway,NOR,12/26/2020,430,0
Oceania,,12/26/2020,27,0
Oman,OMN,12/26/2020,0,0
Pakistan,PAK,12/26/2020,1853,58
Palestine,PSE,12/26/2020,1306,21
Panama,PAN,12/26/2020,2064,43
Papua New Guinea,PNG,12/26/2020,0,0
Paraguay,PRY,12/26/2020,274,20
Peru,PER,12/26/2020,1564,51
Philippines,PHL,12/26/2020,1404,5
Poland,POL,12/26/2020,4878,69
Portugal,PRT,12/26/2020,1214,78
Qatar,QAT,12/26/2020,169,0
Romania,ROU,12/26/2020,1387,85
Russia,RUS,12/26/2020,28833,554
Rwanda,RWA,12/26/2020,74,3
Saint Kitts and Nevis,KNA,12/26/2020,0,
Saint Lucia,LCA,12/26/2020,0,0
Saint Vincent and the Grenadines,VCT,12/26/2020,1,
Samoa,WSM,12/26/2020,0,
San Marino,SMR,12/26/2020,0,0
Sao Tome and Principe,STP,12/26/2020,0,0
Saudi Arabia,SAU,12/26/2020,163,8
Senegal,SEN,12/26/2020,154,1
Serbia,SRB,12/26/2020,3200,52
Seychelles,SYC,12/26/2020,0,
Sierra Leone,SLE,12/26/2020,0,0
Singapore,SGP,12/26/2020,10,0
Slovakia,SVK,12/26/2020,1041,0
Slovenia,SVN,12/26/2020,369,25
Solomon Islands,SLB,12/26/2020,0,
Somalia,SOM,12/26/2020,0,0
South Africa,ZAF,12/26/2020,11552,245
South America,,12/26/2020,37537,779
South Korea,KOR,12/26/2020,970,15
South Sudan,SSD,12/26/2020,0,0
Spain,ESP,12/26/2020,0,0
Sri Lanka,LKA,12/26/2020,598,1
Sudan,SDN,12/26/2020,247,0
Suriname,SUR,12/26/2020,58,0
Sweden,SWE,12/26/2020,0,0
Switzerland,CHE,12/26/2020,0,34
Syria,SYR,12/26/2020,111,9
Taiwan,TWN,12/26/2020,3,0
Tajikistan,TJK,12/26/2020,34,1
Tanzania,TZA,12/26/2020,0,0
Thailand,THA,12/26/2020,121,0
Timor,TLS,12/26/2020,0,
Togo,TGO,12/26/2020,9,0
Trinidad and Tobago,TTO,12/26/2020,7,0
Tunisia,TUN,12/26/2020,1652,41
Turkey,TUR,12/26/2020,15118,253
Uganda,UGA,12/26/2020,203,0
Ukraine,UKR,12/26/2020,8134,134
United Arab Emirates,ARE,12/26/2020,1227,2
United Kingdom,GBR,12/26/2020,34788,211
United States,USA,12/26/2020,226416,1889
Upper middle income,,12/26/2020,126286,2570
Uruguay,URY,12/26/2020,370,4
